"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"229","Bride of Frankenstein","7.504","960.0","Released","1935-04-20","2000000.0","75.0","393750.0","tt0026138","en","Bride of Frankenstein","Dr. Frankenstein and his monster both turn out to be alive, not killed as previously believed. Dr. Frankenstein wants to get out of the evil experiment business, but when a mad scientist, Dr. Pretorius, kidnaps his wife, Dr. Frankenstein agrees to help him create a new creature.","19.216","She's Alive!","Horror, Science Fiction","Universal Pictures, James Whale Productions","United States of America","English","A.S. Byron, D'Arcy Corrigan, Joan Woodbury, Walter Brennan, Mae Bruce, Dorothy Vernon, Frank Benson, Douglas Walton, Tempe Pigott, Anne Darling, Lucien Prival, Rollo Lloyd, Edwin Mordant, Brenda Fowler, Una O'Connor, Elsa Lanchester, Billy Barty, Marie DeForrest, Anders Van Haden, Ernest Thesiger, O. P. Heggie, Helen Jerome Eddy, Sarah Schwartz, E. E. Clive, Edward Peil Sr., Reginald Barlow, Dwight Frye, Lucio Villegas, Carmencita Johnson, Frank Terry, Robert Adair, Boris Karloff, Marilyn Harris, Mary Stewart, Murdock MacQuarrie, Mary Gordon, Josephine McKim, John Carradine, Gavin Gordon, Colin Clive, Charles Murphy, Grace Cunard, Maurice Black, Joseph North, John George, Neil Fitzgerald, Helen Parrish, Ted Billings, J. Gunnis Davis, Torben Meyer, Peter Shaw, Helen Gibson, Norman Ainsley, Valerie Hobson, Elspeth Dudgeon","James Whale","John J. Mescall","Robert Florey, Edmund Pearson, Lawrence G. Blochman, Morton Covan, John L. Balderston, Philip MacDonald, Flo Brummel, Josef Berne, R.C. Sherriff, William Hurlbut, Mary Shelley","Carl Laemmle Jr.","Franz Waxman","7.8","54885.0","/5241zUwe7rC17MNc2QpCBKKdp1N.jpg"
"231","Syriana","6.4","1324.0","Released","2005-11-23","93974620.0","128.0","50000000.0","tt0365737","en","Syriana","The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.","12.948","Everything is connected.","Drama, Thriller","Participant, 4M, Section Eight, FilmWorks, MID Foundation, Warner Bros. Pictures","United States of America","العربية, English, فارسی, اردو, Français, 普通话","Akbar Kurtha, Viola Davis, Wendy Kush, Amanda Peet, Robert Foxworth, Amr Waked, Nicholas Art, Donna Mitchell, Linda E. Williams, Anna George, Christopher Plummer, Mike Monroe, Kayvan Novak, Bikram Singh Bhamra, George Clooney, Chris Cooper, Katherine Hoskins Mackey, Randall Boffman, David Clennon, Nadim Sawalha, Lauren Minite, Mark Strong, Susan Duvall, Roger Yuan, Susan Allenback, Jeffrey Wright, Peter Gerety, William Hurt, Susan Halsey Singer, Bahar Soomekh, Mazhar Munir, Jamey Sheridan, Badria Timimi, Nicky Henson, Jocelyn Quivrin, Daisy Tormé, Tim Blake Nelson, Elena Rosa, Max Minghella, Sonnell Dadral, Shahid Ahmed, Matt Damon, Steven Hinkle, Alexander Siddig, Richard Lintern, Ozzie Yue","Stephen Gaghan","Robert Elswit","Stephen Gaghan, Robert Baer","Jeff Skoll, George Clooney, Jennifer Fox, Michael Nozik, Georgia Kacandes, Steven Soderbergh, Ben Cosgrove","Alexandre Desplat","6.9","135496.0","/2Ze0aBysu7uGK10cDIwTyyJwaoR.jpg"
"232","Rumble Fish","7.0","663.0","Released","1983-10-09","2494480.0","94.0","10000000.0","tt0086216","en","Rumble Fish","Rusty James, an absent-minded street thug, struggles to live up to his legendary older brother's reputation and longs for the days when gang warfare was going on.","21.426","Rusty James can't live up to his brother's reputation. His brother can't live it down.","Crime, Drama","American Zoetrope, Hotweather Films","United States of America","English","Sofia Coppola, Diana Scarwid, Mickey Rourke, Keeva Clayton, Lance Guecia, Kristi Somers, Gian-Carlo Coppola, Herb Rice, Emmett Brown, Diane Lane, Matt Dillon, Glenn Withrow, Bob Maras, Tom Waits, Laurence Fishburne, J.T. Turner, Michael Higgins, Tracey Walter, Sussannah Darcy, Maybelle Wallace, Dennis Hopper, Vincent Spano, Karen Parker, William Smith, S.E. Hinton, Nona Manning, Kirsten Hayden, Nicolas Cage, Chris Penn","Francis Ford Coppola","Stephen H. Burum","Francis Ford Coppola, S.E. Hinton","Francis Ford Coppola, Doug Claybourne, Fred Roos","Stewart Copeland","7.1","38904.0","/nwIUWs7cexC8Wk9c6ey8nFltAZd.jpg"
"233","The Wanderers","7.0","191.0","Released","1979-07-13","23000000.0","117.0","0.0","tt0080117","en","The Wanderers","The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’","21.417","It was The Wanderers against the world ... and the world never had a chance!","Drama","Orion Pictures, Warner Bros. Pictures, Film Finance Group","United States of America","English","Rafael Cabrera, Burtt Harris, Konrad Sheehan, Toni Kalem, Jim Youngs, Paul Lisotta, Anthony Tirico, Leon W. Grant, Brian Colleary, Anthony Pleskow, Linda Manz, F.X. Vitolo, Frank Ferrara, Ken Wahl, Dion Albanese, John Devaney, Karen Allen, Jery Hewitt, Michael Wright, Olympia Dukakis, George Merolle, Linda Artuso, Michael Amato, Alan H. Braunstein, Faith Minton, Vinnie De Carlo, Joe Zimmardi, Anton Evangelista, Dom De Prospo, Richard Price, Val Avery, Tony Ganios, Terrence George, Rosemary De Angelis, William Andrews, Harry Benjamin, John Califano, Erland van Lidth, Danny Aiello III, Steven Santillo, Lorna Erickson, Sheryl Posner, Nicholas J. Giangiulio, Samm-Art Williams, Sally Anne Golden, Earlie J. Butler III, Jimmy Scagnelli, Victor Terry, Dolph Sweet, Michael Pasternak, Bruce Nozick, Michael J. Raffaele, Bert Samuel, Thomas H. LoRusso, Ralph Mazzella, Dennis M. Lee, Alan Rosenberg, Adam Kimmel, Terri Perri, Ken Foree, Mark Lesly, Peter Potulski, Tara King, Billy Stulberg, Eddie Horre, Tony Munafo, Wayne Knight, Farrel R. Tannenbaum, John Friedrich","Philip Kaufman","Michael Chapman","Richard Price, Rose Kaufman, Philip Kaufman","Martin Ransohoff, John W. Hyde, Richard R. St. Johns","","7.3","12654.0","/dKEBkSlqAxVxTm5pVFtXBRYCniD.jpg"
"234","The Cabinet of Dr. Caligari","7.9","1567.0","Released","1920-02-27","8811.0","76.0","18000.0","tt0010323","de","Das Cabinet des Dr. Caligari","Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.","18.816","You must become Caligari!","Drama, Horror, Thriller, Crime","Decla Film Gesellschaft Holz & Co.","Germany","No Language","Rudolf Klein-Rogge, Lil Dagover, Friedrich Fehér, Werner Krauß, Henri Peters-Arnolds, Ludwig Rex, Conrad Veidt, Rudolf Lettinger, Hans Heinrich von Twardowski, Elsa Wagner, Hans Lanser-Rudolf","Robert Wiene","Willy Hameister","Hans Janowitz, Carl Mayer","","Alfredo Antonini, Giuseppe Becce","8.0","72010.0","/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg"
"235","Stand by Me","7.9","5839.0","Released","1986-08-08","52300000.0","89.0","8000000.0","tt0092005","en","Stand by Me","After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.","52.241","For some, it's the last real taste of innocence, and the first real taste of life.","Crime, Drama","Columbia Pictures, Act III Productions","United States of America","English","Jerry O'Connell, Gary Riley, Kiefer Sutherland, Madeleine Swift, Marshall Bell, Kenneth Hodges, River Phoenix, Matt Williams, Casey Siemaszko, Scott Beach, Corey Feldman, Dick Durock, Charlie Owens, Bradley Gregg, John Cusack, Rick Elliott, Frances Lee McCain, William Bronder, Kent W. Luttrell, Jason Oliver, Richard Dreyfuss, Art Burke, Chance Quinn, Wil Wheaton, Bruce Kirby, O.B. Babbs, Korey Scott Pollard, John Hodges, Geanette Bobst, Andy Lindberg, Jason Naylor, Susan Thorpe","Rob Reiner","Thomas Del Ruth","Bruce A. Evans, Stephen King, Raynold Gideon","Andrew Scheinman, Bruce A. Evans, Raynold Gideon","Jack Nitzsche","8.1","453248.0","/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg"
"236","Muriel's Wedding","6.8","444.0","Released","1994-09-29","15119639.0","106.0","3000000.0","tt0110598","en","Muriel's Wedding","A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.","10.672","Success is the best revenge.","Comedy, Drama, Romance","CiBy 2000, Film Victoria, House & Moorhouse Films, Miramax","Australia, France","English, 日本語","Katie Saunders, Rachel Griffiths, Roz Hammond, Susan Prior, Craig Olson, Jeamin Lee, Dene Kermond, Matt Day, Richard Morecroft, Rodney Arnold, Cecily Polson, Toni Collette, Julian Garner, John Hoare, Des Rodgers, Darrin Klimek, Robyn Pitt Owen, Jon-Claire Lee, Richard Carter, Nathan Kaye, Troy Hardy, Chris Haywood, Louise Cullen, Belinda Jarrett, James Schramko, Rob Steele, Daniel Lapaine, Bill Hunter, John Gaden, Pippa Grandison, Dan Wyllie, Justin Witham, Jacqueline Linke, Fiona Sullivan, Fred Rouady, Barry Crocker, Frankie Davidson, Alvaro Marques, Gabby Millgate, Scott Hall-Watson, Sophie Lee, Rohan Jones, Richard Sutherland, Heidi Lapaine, Ineke Rapp, Daniel Hepner, Gennie Nevinson, Kevin Copeland, Kirsty Hinchcliffe, Heather Mitchell, Vincent Ball, Steve Smith, Kuni Hashimoto, Geneviève Picot, Penne Hackforth-Jones, Di Smith, Annie Byron, Basil Clarke, Ken Senga, Jeanie Drynan, Robert Alexander, John Walton","P.J. Hogan","Martin McGrath","P.J. Hogan","Lynda House, Jocelyn Moorhouse","Peter Best","7.2","42914.0","/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg"
"237","Young Adam","5.9","165.0","Released","2003-09-26","2500000.0","93.0","6400000.0","tt0289635","en","Young Adam","A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.","12.042","Everyone has a past. Everyone has a secret.","Drama, Thriller, Crime, Romance","Recorded Picture Company","France, United Kingdom","English","John Yule, Ian Hanmore, Ewan McGregor, Jack McElhone, Pauline Turner, Therese Bradley, Alan Cooke, John Comerford, Ewan Stewart, Mhairi Morrison, Tilda Swinton, Stuart McQuarrie, Peter Mullan, Rory McCann, Emily Mortimer, Anne Marie Timoney","David Mackenzie","Giles Nuttgens","David Mackenzie, Alexander Trocchi","Jeremy Thomas, Robert Jones","David Byrne","6.3","14861.0","/rU5GJ5r4tQbSx9C2ENKbPkD6nr9.jpg"
"238","The Godfather","8.7","20609.0","Released","1972-03-14","245066411.0","175.0","6000000.0","tt0068646","en","The Godfather","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","156.121","An offer you can't refuse.","Drama, Crime","Paramount Pictures, Alfran Productions","United States of America","English, Italiano, Latin","Rudy Bond, Tony King, Joseph Medaglia, Nick Vallelonga, Corrado Gaipa, Sonny Grosso, Al Pacino, Vito Scotti, Tony Giorgio, Richard Conte, Abe Vigoda, Jeannie Linero, Sterling Hayden, Roman Coppola, Joe Lo Grippo, Lenny Montana, Carol Morley, Richard Bright, Talia Shire, Saro Urzì, Frank Sivero, MAHAD, Salvatore Corsitto, Alex Rocco, Don Costello, Sal Richards, Tom Rosqui, Filomena Spagnuolo, Gabriele Torrei, Randy Jurgensen, Louis Guss, John Cazale, Simonetta Stefanelli, Ron Gilbert, Robert Duvall, Joe Spinell, Morgana King, Richard S. Castellano, Tere Livrano, Ardell Sheridan, Tony Lip, Gray Frederickson, Diane Keaton, Franco Citti, Julie Gregg, Al Martino, Gianni Russo, Victor Rendina, Angelo Infanti, Raymond Martino, Marlon Brando, Lou Martini Jr., Italia Coppola, Al Lettieri, Conrad Yama, John Martino, Sofia Coppola, James Caan, Rick Petrucelli, John Marley","Francis Ford Coppola","Gordon Willis","Francis Ford Coppola, Mario Puzo","Robert Evans, Francis Ford Coppola, Albert S. Ruddy","Nino Rota","9.2","2068009.0","/3bhkrj58Vtu7enYsRolD1fZdja1.jpg"
"239","Some Like It Hot","8.1","3439.0","Released","1959-03-19","25000000.0","122.0","2883848.0","tt0053291","en","Some Like It Hot","Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.","46.938","The movie too HOT for words!","Comedy, Romance, Crime","The Mirisch Company","United States of America","English","Alex Ball, Billy Wayne, Mike Mazurki, Bobby Gilbert, Brandon Beach, Marilyn Monroe, Jack Perry, Danny Richards Jr., Edward G. Robinson Jr., Scott Seaton, Sam Bagley, Paul Cristo, Pat O’Brien, Arthur Tovey, Willie Bloom, Joseph Glick, James J. Casino, Ralph Volkie, Tito Vuolo, Mary Foley, King Lockwood, Stuart Hall, Hank Mann, Jack Lemmon, Nehemiah Persoff, William H. O'Brien, Fred Sherman, Cosmo Sardo, Steve Carruthers, Carl Sklover, Robert Cole, Carl M. Leviness, Helen Perry, William Hoehne Jr., Bert Stevens, John Roy, Duke Fishman, Joe Gray, Pat Comiskey, Tiger Joe Marsh, Phil Bloom, Dave Barry, Sam Harris, Marian Collier, Frank McLure, Georgia Joan Hannan, Noble 'Kid' Chissell, John Indrisano, Billy Gray, Joseph La Cava, George Lake, Sid Troy, Beverly Wills, Laurie Mitchell, Colleen O'Sullivan, Grace Lee Whitney, Joe Palma, Paul Frees, Beulah Christian, Jack Mather, Edwin Rochelle, Franklyn Farnum, Tony Curtis, Joe E. Brown, Joan Shawlee, Shep Houghton, Ted Christy, Barbara Drew, James Dime, Al Breneman, Harold 'Tommy' Hart, Tipp McClure, Jack Gordon, Harry Wilson, Bing Conley, Tom Kennedy, Sandra Warner, Sammy Shack, George E. Stone, George Raft, George Ford","Billy Wilder","Charles Lang","Robert Thoeren, I. A. L. Diamond, Michael Logan, Billy Wilder","Billy Wilder","Adolph Deutsch","8.2","288695.0","/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg"
"240","The Godfather Part II","8.6","12423.0","Released","1974-12-20","102600000.0","202.0","13000000.0","tt0071562","en","The Godfather Part II","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","90.49","The rise and fall of the Corleone empire.","Drama, Crime","Paramount Pictures, The Coppola Company, American Zoetrope","United States of America","English, Italiano, Latin, Español","Vincent Coppola, Dominic Chianese, Bruno Kirby, Venancia Grangerard, Sofia Coppola, Joseph Medaglia, Livio Giorgi, John Cazale, Talia Shire, G. D. Spradlin, Leopoldo Trieste, Phil Feldman, Andrea Maugeri, Joseph Della Sorte, Robert Duvall, Richard Bright, Jay Rasumny, Teresa Tirelli, Sho Kosugi, Diane Keaton, Tere Livrano, Joe Lo Grippo, Ivonne Coll, Al Pacino, Tom Rosqui, Danny Aiello, Robert De Niro, Johnny Naranjo, Tom Dahlgren, Maria Carta, Larry Guardino, Roger Corman, Victor Pujols Faneyte, Filomena Spagnuolo, Lee Strasberg, Elda Maida, Giuseppe Sillato, Tito Alba, Carmine Caridi, Peter Donat, Amerigo Tot, Troy Donahue, Morgana King, John Megna, Nick Discenza, Italia Coppola, Erica Yohn, Carmine Foresta, Julian Voloshin, Peter LaCorte, Harry Dean Stanton, Gastone Moschin, Edward Van Sickle, Ezio Flagello, James Caan, James Gounaris, Fay Spain, Gary Kurtz, Ignazio Pappalardo, Richard Watson, Carmen Argenziano, Roman Coppola, John Aprea, Marianna Hill, Paul B. Brown, David Baker, Saveria Mazzola, Francesca De Sapio, Julie Gregg, Salvatore Po, Kathleen Beller, Joe De Nicola, Richard Matheson, William Bowers, Mario Cotone, Frank Sivero, Gianni Russo, Oreste Baldini, Abe Vigoda, Gabriella Belloni, Michael V. Gazzo, Joe Spinell, Buck Houghton","Francis Ford Coppola","Gordon Willis","Mario Puzo, Francis Ford Coppola","Francis Ford Coppola","Nino Rota","9.0","1396675.0","/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg"
"241","Natural Born Killers","7.1","3371.0","Released","1994-08-26","50283563.0","118.0","34000000.0","tt0110632","en","Natural Born Killers","Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.","17.628","The media made them superstars","Crime, Thriller, Drama","J D Productions, Regency Enterprises, Alcor Films, Ixtlan, New Regency Pictures, Warner Bros. Pictures","United States of America","English, , 日本語","Balthazar Getty, Robert Downey Jr., Lorraine Farris, Tom Sizemore, Arliss Howard, Jared Harris, Natalie Karp, Ed White, Emmanuel Xuereb, Cory Everson, Tommy Lee Jones, Edie McClurg, Jim Carrane, Corinna Laszlo, Pruitt Taylor Vince, Richard Lineback, Keiko Seiko, Douglas Crosby, Maria Pitillo, Mark Harmon, Carl Ciarfalio, James Gammon, Dale Dye, O-Lan Jones, Evan Handler, Salvator Xuereb, Russell Means, Kirk Baltz, Melinda Renna, Matthew Faber, Louis Lombardi, Juliette Lewis, Josh Richman, Terrylene, Joe Grifasi, Phil Neilson, Jeremiah Bitsui, Sean Stone, Robert Swan, Red West, Peter Crombie, Rodney Dangerfield, David Pasquesi, Paul Dillon, Steven Wright, John M. Watson Sr., Saemi Nakamura, Edward Conna, Jamie Harrold, Lanny Flaherty, Marshall Bell, Woody Harrelson, Glen Chin, Everett Quinton","Oliver Stone","Robert Richardson","Oliver Stone, David Veloz, Quentin Tarantino, Richard Rutowski","Don Murphy, Jane Hamsher, Arnon Milchan, Clayton Townsend","Brent Lewis","7.2","256447.0","/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg"
"242","The Godfather Part III","7.419","6174.0","Released","1990-12-25","136766062.0","162.0","54000000.0","tt0099674","en","The Godfather Part III","In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.","51.874","All the power on earth can't change destiny.","Crime, Drama, Thriller","Paramount Pictures, American Zoetrope","United States of America","English, Italiano, Deutsch, Latin","Luigi Laezza, Vittorio Duse, Madelyn Renée Monti, Al Pacino, Frank Tarsia, Gianluca Petrazzi, Jeannie Linero, Talia Shire, Richard Maldone, Gregory Corso, Robert Cicchini, Brett Halsey, Luciano Foti, Diane Keaton, Franco Citti, John Abineri, Jeanne Savarino Pesch, Francesco Paolo Bellante, Frank Ferrara, Andy García, Brian Freilino, Salvatore Billa, James D. Damiano, Anton Coppola, Vito Antuofermo, Michele Russo, Umberto De Luca, Dado Ruspoli, Angelo Boscariol, Donal Donnelly, Tony Devon, Anthony Guidera, Aldo Formisano, Erminio Bianchi Fasani, Marino Masé, Rogerio Miranda, Robert Vento, Sal Borgese, Gabriele Torrei, Angelo Romero, Mario Donatone, Rick Aviles, Remo Remotti, Valeria Sabel, Ida Bernardini, Sergio Smacchi, John Savage, Janet Savarino Smith, Raf Vallone, Al Ruscio, Carmine Coppola, Al Martino, F.X. Vitolo, Mickey Knox, Ludovico Caldarera, Joe Mantegna, Michael Bowen, Catherine Scorsese, Richard Bright, Giuseppe Pianviti, Gia Coppola, Richard Honigman, David L. Thompson, Simonetta Stefanelli, Paco Reconti, Diana Agostini, David Hume Kennerly, Joe Fontana, Enzo Robutti, Omero Capanna, Carlos Miranda, Santo Indelicato, Joe Drago, Michael Boccio, Angelo Ragusa, Willie Brown, Claudio Zucchet, Enrico Cesaretti, Mimmo Cuticchio, Don Costello, R. Emmett Fitzsimmons, George Hamilton, Pietro Torrisi, Tere Livrano, Jessica DiCicco, Marco Stefanelli, Don Novello, Eli Wallach, Ron Jeremy, Carmine Caridi, Bridget Fonda, Frank Albanese, Helmut Berger, Franc D'Ambrosio, Sofia Coppola, Nicky Blair","Francis Ford Coppola","Gordon Willis","Francis Ford Coppola, Mario Puzo","Charles Mulvehill, Nicholas Gage, Gray Frederickson, Fred Fuchs, Fred Roos, Francis Ford Coppola","Carmine Coppola","7.6","432070.0","/lm3pQ2QoQ16pextRsmnUbG2onES.jpg"
