"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"22","Pirates of the Caribbean: The Curse of the Black Pearl","7.8","20538.0","Released","2003-07-09","655011224.0","143.0","140000000.0","tt0325980","en","Pirates of the Caribbean: The Curse of the Black Pearl","After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.","132.503","Prepare to be blown out of the water.","Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films","United States of America","English","Kevin McNally, Brye Cooper, Owen Finnegan, Dylan Smith, Mike Babcock, Jonathan Pryce, Johnny Depp, Orlando Bloom, Dustin Seavey, Christian Martin, Rudolph McCollum, Lee Arenberg, David Patykewich, Paul Gagné, Ben Roberts, M. Scott Shields, Antonio Valentino, LeJon Stewart, Tamara Castle, Joe Grisaffi, Giles New, James McAuley, Jordi Caballero, Luke de Woolfson, David Bailie, Ralph P. Martin, Greg Ellis, Michael Berry Jr., Ben Wilson, Mackenzie Crook, Angus Barnett, Sam Roberts, Martin Klebba, Mike Haberecht, José Zelaya, Lauren Maher, Michael A. Thompson, Ian McIntyre, Christopher Sullivan, Lucinda Dryzek, Tommy Schooler, Isaac C. Singleton Jr., Michael Sean Tighe, Geoffrey Rush, Zoe Saldaña, Félix Castro, Keira Knightley, Gerard J. Reyes, Gregory Ryan Alosio, Guy Siner, Damian O'Hare, Christopher S. Capp, Michael W. Williams, Fred Toft, Jack Davenport, Don LaDaga, Matthew Bowyer, D.P. FitzGerald, Tobias McKinney, Trevor Goddard, Finneus Egan, Treva Etienne, Vince Lozano, Michael Earl Lane, Maxie J. Santillan Jr., Paula J. Newman, Vanessa Branch, Israel Aduramo, Jerry Gauny, Paul Keith, Craig Thomson","Gore Verbinski","Dariusz Wolski","Jay Wolpert, Terry Rossio, Stuart Beattie, Ted Elliott","Mike Stenson, Jerry Bruckheimer, Chad Oman, Paul Deason, Bruce Hendricks","Klaus Badelt","8.1","1238754.0","/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg"
"24","Kill Bill: Vol. 1","8.0","17342.0","Released","2003-10-10","180906076.0","111.0","30000000.0","tt0266697","en","Kill Bill: Vol. 1","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","60.695","A roaring rampage of revenge.","Action, Crime","Miramax, A Band Apart, Super Cool ManChu","United States of America","English, 日本語, Français","Gordon Liu Chia-hui, Vivica A. Fox, Yoshiko Yamaguchi, Hu Xiaohui, Michael Bowen, Jun Kunimura, Sachiko Fujii, Jonathan Loughran, James Parks, Michael Parks, Issey Takahashi, Naomi Kusumi, David Carradine, Ai Maeda, Yuki Kazamatsuri, Shu Lan Tuan, Hikaru Midorikawa, Yoshiyuki Morishita, Yoji Tanaka, Ambrosia Kelley, Kazuki Kitamura, Juri Manase, Goro Daimon, Sakichi Sato, Ronnie Yoshiko Fujiyama, Daryl Hannah, Shun Sugata, Lucy Liu, Michael Madsen, Uma Thurman, Sō Yamanaka, Chiaki Kuriyama, Akaji Maro, Zhang Jinzhan, Sonny Chiba, Julie Dreyfus, Kenji Ohba, Tetsuro Shimaguchi","Quentin Tarantino","Robert Richardson","Uma Thurman, Quentin Tarantino","Erica Steinberg, Lawrence Bender, Mitsuhisa Ishikawa, Katsuji Morishita, Bob Weinstein, Harvey Weinstein, E. Bennett Walsh","RZA","8.2","1223338.0","/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg"
"25","Jarhead","6.7","2851.0","Released","2005-11-04","97076152.0","123.0","72000000.0","tt0418763","en","Jarhead","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.","28.3","Welcome to the suck.","Drama, War","Red Wagon Entertainment, Neal Street Productions","United Kingdom, United States of America","English, Español, العربية, Latin","Riad Galayini, Katherine Randolph, Jocko Sims, Brianne Davis, Chris Cooper, Todd Jensen, Nick Dash, Laz Alonso, Jacob Vargas, Scott MacDonald, Evan Jones, Iván Fenyő, Brian Geraghty, Craig Coyne, Rini Bell, Mark Davis, Kevin Foster, Becky Boxer, Kareem J. Grimes, Peter Sarsgaard, James Morrison, Lucas Black, Jake Gyllenhaal, Ming Lo, Dendrie Taylor, Jamie Foxx, Dennis Haysbert, Damion Poitier, John Krasinski, Martin Papazian","Sam Mendes","Roger Deakins","William Broyles Jr., Sam Chouia, Anthony Swofford","Lucy Fisher, Douglas Wick, Bobby Cohen, Sam Mercer","Thomas Newman","7.0","211861.0","/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg"
"26","Walk on Water","6.941","85.0","Released","2004-02-05","444.0","103.0","1400000.0","tt0352994","he","LaLehet Al HaMayim","Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country, during which Axel challenges Eyal's values.","11.494","He was trained to hate until he met the enemy.","Drama","Lama Films, United King Films","Israel, Sweden","English, العربية, עִבְרִית, Deutsch, Türkçe, Italiano","Ernest Lenart, Hanns Zischler, Caroline Peters, Carola Regnier, Knut Berger, Lior Ashkenazi, Gideon Shemer","Eytan Fox","Tobias Hochstein","Gal Uchovsky","Gal Uchovsky, Amir Harel","Ivri Lider","7.3","7103.0","/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg"
"27","9 Songs","5.6","506.0","Released","2004-07-16","1574623.0","69.0","1000000.0","tt0411705","en","9 Songs","Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","27.46","2 lovers, one summer, and the 9 songs that defined them.","Drama, Music, Romance","Revolution Films","United Kingdom","English","Guy Garvey, Gruff Rhys, Robert Levon Been, Jason Stollsteimer, Marcie Bolen, Bobby Gillespie, Courtney Taylor-Taylor, Michael Nyman, Alex Kapranos, Kieran O'Brien, Margo Stilley, Peter Hayes","Michael Winterbottom","Marcel Zyskind","Michael Winterbottom","Michael Winterbottom, Andrew Eaton","","4.8","24391.0","/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg"
"28","Apocalypse Now","8.3","8186.0","Released","1979-08-15","150000000.0","147.0","31500000.0","tt0078788","en","Apocalypse Now","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","61.961","This is the end...","Drama, War","United Artists, American Zoetrope","United States of America",", English, Français, Tiếng Việt","Dennis Hopper, Don Gordon Bell, Charles Robinson, Joe Estevez, Bo Byers, Sam Bottoms, Laurence Fishburne, James Keane, Linda Carpenter, Damien Leake, Frank Villard, Henry Strzalkowski, Harrison Ford, Vittorio Storaro, Jim Gaines, Marlon Brando, Nick Nicholson, Aurore Clément, Glenn Walken, Jerry Ziesmer, Marc Coppola, Frederic Forrest, R. Lee Ermey, G. D. Spradlin, Albert Hall, Scott Glenn, Martin Sheen, Tom Mason, Herb Rice, Evan A. Lottman, Kerry Rossall, Jack Thibeau, Bill Graham, Cynthia Wood, Colleen Camp, Francis Ford Coppola, Robert Duvall, Jerry Ross","Francis Ford Coppola","Vittorio Storaro","Francis Ford Coppola, Joseph Conrad, Michael Herr, John Milius","Francis Ford Coppola","Francis Ford Coppola, Carmine Coppola","8.4","726120.0","/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg"
"33","Unforgiven","7.9","4369.0","Released","1992-08-07","159157447.0","130.0","14400000.0","tt0105695","en","Unforgiven","William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","38.165","Some legends will never be forgotten. Some wrongs can never be forgiven.","Western","Warner Bros. Pictures, Malpaso Productions","United States of America","English","Robert Koons, Mina E. Mina, Jaimz Woolvett, Gene Hackman, Anna Thomson, Cherrilene Cardinal, Morgan Freeman, Paul Anthony McLean, Lochlyn Munro, Jefferson Mappin, Frances Fisher, Richard Harris, Michael Maurer, Josie Smith, David Mucci, Beverley Elliott, Tara Frederick, Shane Meier, Frank C. Turner, Saul Rubinek, James Herman, Sam Karas, Anthony James, George Orrison, Jeremy Ratchford, Clint Eastwood, Rob Campbell, Larry Reese, Greg Goossen, Larry Joshua, Ron White, Ben Cardinal, Philip Maurice Hayes, Garner Butler, Michael Charrois, Liisa Repo-Martell, William Davidson, Aline Levasseur, Henry Kope, Blair Haynes, John Pyper-Ferguson, Walter Marsh","Clint Eastwood","Jack N. Green","David Webb Peoples","David Valdes, Clint Eastwood","Lennie Niehaus","8.2","444450.0","/54roTwbX9fltg85zjsmrooXAs12.jpg"
"35","The Simpsons Movie","7.0","7941.0","Released","2007-07-25","527068851.0","87.0","75000000.0","tt0462538","en","The Simpsons Movie","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","75.999","In a time when computer animation gives us worlds of unsurpassed beauty, one film dares to be ugly.","Animation, Comedy, Family","Gracie Films, 20th Century Fox","United States of America","English","Yeardley Smith, Karl Wiedergott, Maggie Roswell, Tress MacNeille, Russi Taylor, Dan Castellaneta, Mike Dirnt, Albert Brooks, Julie Kavner, Hank Azaria, Billie Joe Armstrong, Phil Rosenthal, Nancy Cartwright, Harry Shearer, Tré Cool, Marcia Wallace, Joe Mantegna, Tom Hanks, Pamela Hayden","David Silverman","","Matt Selman, Sam Simon, George Meyer, Matt Groening, Mike Reiss, Al Jean, Jon Vitti, James L. Brooks, John Swartzwelder, Ian Maxtone-Graham, David Mirkin, Mike Scully","Peter Gave, Felicia Nalivansky, Matt Groening, Al Jean, James L. Brooks, Matt Orefice, Nikki Vanzo, Jay Kleckner, Richard Sakai, Claudia Katz, Amanda Moshay, Mike Scully","Hans Zimmer","7.3","354535.0","/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg"
"38","Eternal Sunshine of the Spotless Mind","8.1","14903.0","Released","2004-03-19","72258126.0","108.0","20000000.0","tt0338013","en","Eternal Sunshine of the Spotless Mind","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","76.312","You can erase someone from your mind. Getting them out of your heart is another story.","Science Fiction, Drama, Romance","Focus Features, Anonymous Content, This is that","United States of America","English","Gerry Robert Byrne, Josh Flitter, Paulie Litt, Ryan Whitney, Elijah Wood, Mark Ruffalo, Kirsten Dunst, Lola Daehler, Tom Wilkinson, David Cross, Jane Adams, Thomas Jay Ryan, Lauren Adler, Kate Winslet, Amir Ali Said, Deirdre O'Connell, Debbon Ayer, Jim Carrey, Brian Price","Michel Gondry","Ellen Kuras","Michel Gondry, Pierre Bismuth, Charlie Kaufman","Steve Golin, Anthony Bregman, David L. Bushell, Glenn Williamson, Georges Bermann, Charlie Kaufman","Jon Brion","8.3","1106379.0","/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg"
"55","Amores Perros","7.6","2571.0","Released","2000-06-16","20908467.0","154.0","2000000.0","tt0245712","es","Amores perros","A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.","32.496","Love. Betrayal. Death.","Drama, Thriller","Altavista Films, Zeta Film","Mexico","Español","Vanessa Bauche, Lourdes Echevarría, Emilio Echevarría, Álvaro Guerrero, Laura Almela, Gael García Bernal, Patricio Castillo, Jorge Salinas, Goya Toledo, Humberto Busto, Carlos Samperio, Roberto Medina, Gustavo Muñoz, Rodrigo Ostap, Ricardo Dalmacci, Adriana Barraza, Dunia Saldívar, Rodrigo Murray, Mauricio Martínez, Marco Pérez, José Sefami, Dagoberto Gama, Rosa María Bianchi, Gustavo Sánchez Parra, Heriberto del Castillo, Gerardo Campbell","Alejandro González Iñárritu","Rodrigo Prieto","Guillermo Arriaga","Martha Sosa Elizondo, Francisco González Compeán, Alejandro González Iñárritu","Gustavo Santaolalla","8.0","256799.0","/mXc2QcFXUTQz2wU7S0zgeG5C3Bg.jpg"
"58","Pirates of the Caribbean: Dead Man's Chest","7.4","15881.0","Released","2006-07-06","1065700000.0","151.0","200000000.0","tt0383574","en","Pirates of the Caribbean: Dead Man's Chest","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.","120.376","Captain Jack is back!","Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions","United States of America","English, Türkçe, ελληνικά, 普通话","Barry McEvoy, Jack Davenport, Mackenzie Crook, Andy Beckwith, Kevin McNally, Orlando Bloom, Alex Norton, Lauren Maher, Naomie Harris, Filip Cvijetic, Steve Speirs, Jonathan Linsley, Christopher S. Capp, Reggie Lee, Vanessa Branch, Martin Klebba, Geoffrey Rush, John Boswall, David Schofield, Max Baker, Tom Hollander, Ho-Kwan Tse, Jonathan Kite, Clive Ashborn, Donald Dowd, Michael Enright, David Bailie, Johnny Depp, Claudia Adams, Peter Donald Badalamenti II, Jonathan Pryce, Stellan Skarsgård, Christopher Adamson, Lee Arenberg, Dermot Keaney, Luke de Woolfson, Keira Knightley, Bill Nighy","Gore Verbinski","Dariusz Wolski","Jay Wolpert, Stuart Beattie, Ted Elliott, Terry Rossio","Chad Oman, Jerry Bruckheimer, Mike Stenson, Bruce Hendricks, Eric McLeod","Hans Zimmer","7.4","783289.0","/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg"
"59","A History of Violence","7.2","3203.0","Released","2005-09-23","60740827.0","96.0","32000000.0","tt0399146","en","A History of Violence","An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.","21.37","Tom Stall had the perfect life...until he became a hero.","Drama, Thriller, Crime","New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company","Germany, United States of America","English","Mitch Boughs, Stephen McHattie, Sumela Kay, Ian Matthews, Heidi Hayes, Deborah Drakeford, Ed Harris, John Watson, Kyle Schmid, Maria Bello, William Hurt, Brittany Payer, Shawn Campbell, Gerry Quigley, Bruce Beaton, Bill MacDonald, Brendan Connor, Neven Pajkic, Michelle McCree, Don Allison, Ashton Holmes, Morgan Kelly, Greg Bryk, Jason Barbeck, R.D. Reid, George King, Nick Antonacci, Aidan Devine, April Mullen, Martha Reilly, Peter MacNeill, Viggo Mortensen","David Cronenberg","Peter Suschitzky","John Wagner, Josh Olson, Vince Locke","Justis Greene, Chris Bender, Cale Boyter, Roger Kass, Toby Emmerich, Josh Braun, Kent Alterman, J.C. Spink","Howard Shore","7.4","259329.0","/A26rcvipOqptVs7i5uRmKicXRxE.jpg"
"62","2001: A Space Odyssey","8.1","11471.0","Released","1968-04-02","71923560.0","149.0","12000000.0","tt0062622","en","2001: A Space Odyssey","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","56.165","The ultimate trip.","Science Fiction, Mystery, Adventure","Kubrick Productions, Metro-Goldwyn-Mayer","United Kingdom, United States of America","English, Pусский","Sean Sullivan, Darryl Paes, John Ashley, Harry Fielder, Scott MacKee, Sheraton Blount, Vivian Kubrick, Chela Matthison, Penny Pearl, Marcella Markham, John Jordan, Joe Refalo, Anthony Jackson, John Swindells, Ann Bormann, Penny Francis, Ann Gillis, Glenn Beck, Jonathan Daw, William Sylvester, Terry Duggan, Alan Gifford, Frank W. Miller, Laurence Marchant, Jimmy Bell, Kevin Scott, Martin Amor, S. Newton Anderson, Daniel Richter, Krystyna Marr, Margaret Tyzack, Penny Brahms, Edwina Carroll, Stanley Kubrick, Bill Weston, Leonard Rossiter, David Charkham, Péter Delmár, Keir Dullea, Keith Denny, Brian Hawley, Heather Downham, Gary Lockwood, David Hines, Andy Wallace, Burnell Tucker, John Clifford, Mike Lovell, David Fleetwood, Robert Beatty, Maggie London, Douglas Rain, Judy Keirn, Kenneth Kendall, Danny Grover, Ed Bishop, Jane Pearl, Richard Woods, Julie Croft, Kim Neil, Bob Wilyman, Irena Marr","Stanley Kubrick","Geoffrey Unsworth","Arthur C. Clarke, Stanley Kubrick","Victor Lyndon, Stanley Kubrick","","8.3","736598.0","/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg"
"63","Twelve Monkeys","7.6","8298.0","Released","1995-12-29","168841459.0","129.0","29000000.0","tt0114746","en","Twelve Monkeys","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","41.285","The future is history.","Science Fiction, Thriller, Mystery","Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions","United States of America","English, Français","H. Michael Walls, Louis Lippa, Tom Detrik, Michael Chance, Rick Warner, Paul Meshejian, Carol Florence, Joseph McKenna, Korchenko, John Panzarella, Irma St. Paule, Bart the Bear, Harry O'Toole, Richard Stanley, Robert O'Neill, Wilfred Williams, Allelon Ruggiero, Karl Warren, Jann Ellis, Christopher Meloni, Simon Jones, Bruce Kirkpatrick, Felix Pire, Jon Seda, Bill Raymond, Donald Faison, David Morse, Joe Gerety, Kevin Thigpen, Pat Dias, Brad Pitt, Charley Scalies, Annie Golden, Raymond Mamrak, LisaGay Hamilton, Stan Kang, Bonnie Loev, Sal Mazzotta, Bruce Willis, Joey Perillo, Matt Ross, Janet Zappala, Joseph Melito, Frederick Strother, C.J. Byrnes, Stephen Bridgewater, Tiffany Baldwin, Thang, Drucie McDaniel, Aaron Michael Lacey, John Blaisse, Ernest Abuba, Frank Gorshin, Barry Price, Christopher Plummer, Bob Adrian, Nell Johnson, Charles Techman, Anthony 'Chip' Brienza, Madeleine Stowe, Ray Huffman, Chuck Jeffreys, Joilet Harris, Michael Ryan Segal, Lisa Talerico, Vernon Campbell, Rozwill Young","Terry Gilliam","Roger Pratt","Janet Peoples, David Webb Peoples, Chris Marker","Robert Kosberg, Charles Roven, Robert Cavallo, Gary Levinsohn","Paul Buckmaster","8.0","656196.0","/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg"
